,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
6826,8,8,19,42.1,0,0,v England,Perth,30-Jan-15,ODI # 3595,Virat Kohli ,253802
6827,107,107,126,84.92,8,0,v Pakistan,Adelaide,15-Feb-15,ODI # 3602,Virat Kohli ,253802
6828,46,46,60,76.66,3,0,v South Africa,Melbourne,22-Feb-15,ODI # 3610,Virat Kohli ,253802
6829,33*,33,41,80.48,5,0,v U.A.E.,Perth,28-Feb-15,ODI # 3618,Virat Kohli ,253802
6830,33,33,36,91.66,5,0,v West Indies,Perth,6-Mar-15,ODI # 3625,Virat Kohli ,253802
6831,44*,44,42,104.76,4,1,v Ireland,Hamilton,10-Mar-15,ODI # 3631,Virat Kohli ,253802
6832,38,38,48,79.16,4,0,v Zimbabwe,Auckland,14-Mar-15,ODI # 3636,Virat Kohli ,253802
6833,3,3,8,37.5,0,0,v Bangladesh,Melbourne,19-Mar-15,ODI # 3641,Virat Kohli ,253802
6834,1,1,13,7.69,0,0,v Australia,Sydney,26-Mar-15,ODI # 3645,Virat Kohli ,253802
6835,1,1,4,25,0,0,v Bangladesh,Dhaka,18-Jun-15,ODI # 3658,Virat Kohli ,253802
6836,23,23,27,85.18,3,1,v Bangladesh,Dhaka,21-Jun-15,ODI # 3660,Virat Kohli ,253802
6837,25,25,35,71.42,1,0,v Bangladesh,Dhaka,24-Jun-15,ODI # 3661,Virat Kohli ,253802
6838,11,11,18,61.11,0,0,v South Africa,Kanpur,11-Oct-15,ODI # 3689,Virat Kohli ,253802
6839,12,12,18,66.66,0,0,v South Africa,Indore,14-Oct-15,ODI # 3692,Virat Kohli ,253802
6840,77,77,99,77.77,5,0,v South Africa,Rajkot,18-Oct-15,ODI # 3695,Virat Kohli ,253802
6841,138,138,140,98.57,6,5,v South Africa,Chennai,22-Oct-15,ODI # 3698,Virat Kohli ,253802
6842,7,7,6,116.66,0,1,v South Africa,Mumbai,25-Oct-15,ODI # 3700,Virat Kohli ,253802
6843,91,91,97,93.81,9,1,v Australia,Perth,12-Jan-16,ODI # 3723,Virat Kohli ,253802
6844,59,59,67,88.05,4,0,v Australia,Brisbane,15-Jan-16,ODI # 3724,Virat Kohli ,253802
6845,117,117,117,100,7,2,v Australia,Melbourne,17-Jan-16,ODI # 3725,Virat Kohli ,253802
6846,106,106,92,115.21,11,1,v Australia,Canberra,20-Jan-16,ODI # 3726,Virat Kohli ,253802
6847,8,8,11,72.72,1,0,v Australia,Sydney,23-Jan-16,ODI # 3727,Virat Kohli ,253802
6848,85*,85,81,104.93,9,1,v New Zealand,Dharamsala,16-Oct-16,ODI # 3796,Virat Kohli ,253802
6849,9,9,13,69.23,1,0,v New Zealand,Delhi,20-Oct-16,ODI # 3797,Virat Kohli ,253802
6850,154*,154,134,114.92,16,1,v New Zealand,Mohali,23-Oct-16,ODI # 3798,Virat Kohli ,253802
6851,45,45,51,88.23,2,1,v New Zealand,Ranchi,26-Oct-16,ODI # 3799,Virat Kohli ,253802
6852,65,65,76,85.52,2,1,v New Zealand,Visakhapatnam,29-Oct-16,ODI # 3800,Virat Kohli ,253802
6853,122,122,105,116.19,8,5,v England,Pune,15-Jan-17,ODI # 3819,Virat Kohli ,253802
6854,8,8,5,160,2,0,v England,Cuttack,19-Jan-17,ODI # 3821,Virat Kohli ,253802
6855,55,55,63,87.3,8,0,v England,Kolkata,22-Jan-17,ODI # 3824,Virat Kohli ,253802
6856,81*,81,68,119.11,6,3,v Pakistan,Birmingham,4-Jun-17,ODI # 3878,Virat Kohli ,253802
6857,0,0,5,0,0,0,v Sri Lanka,The Oval,8-Jun-17,ODI # 3882,Virat Kohli ,253802
6858,76*,76,101,75.24,7,1,v South Africa,The Oval,11-Jun-17,ODI # 3886,Virat Kohli ,253802
6859,96*,96,78,123.07,13,0,v Bangladesh,Birmingham,15-Jun-17,ODI # 3891,Virat Kohli ,253802
6860,5,5,9,55.55,0,0,v Pakistan,The Oval,18-Jun-17,ODI # 3894,Virat Kohli ,253802
6861,32*,32,47,68.08,1,0,v West Indies,Port of Spain,23-Jun-17,ODI # 3895,Virat Kohli ,253802
6862,87,87,66,131.81,4,4,v West Indies,Port of Spain,25-Jun-17,ODI # 3896,Virat Kohli ,253802
6863,11,11,22,50,2,0,v West Indies,North Sound,30-Jun-17,ODI # 3898,Virat Kohli ,253802
6864,3,3,12,25,0,0,v West Indies,North Sound,2-Jul-17,ODI # 3900,Virat Kohli ,253802
6865,111*,111,115,96.52,12,2,v West Indies,Kingston,6-Jul-17,ODI # 3902,Virat Kohli ,253802
6866,82*,82,70,117.14,10,1,v Sri Lanka,Dambulla,20-Aug-17,ODI # 3905,Virat Kohli ,253802
6867,4,4,2,200,1,0,v Sri Lanka,Pallekele,24-Aug-17,ODI # 3906,Virat Kohli ,253802
6868,3,3,11,27.27,0,0,v Sri Lanka,Pallekele,27-Aug-17,ODI # 3907,Virat Kohli ,253802
6869,131,131,96,136.45,17,2,v Sri Lanka,Colombo (RPS),31-Aug-17,ODI # 3908,Virat Kohli ,253802
6870,110*,110,116,94.82,9,0,v Sri Lanka,Colombo (RPS),3-Sep-17,ODI # 3909,Virat Kohli ,253802
6871,0,0,4,0,0,0,v Australia,Chennai,17-Sep-17,ODI # 3910,Virat Kohli ,253802
6872,92,92,107,85.98,8,0,v Australia,Kolkata,21-Sep-17,ODI # 3912,Virat Kohli ,253802
6873,28,28,35,80,2,0,v Australia,Indore,24-Sep-17,ODI # 3914,Virat Kohli ,253802
6874,21,21,21,100,3,0,v Australia,Bengaluru,28-Sep-17,ODI # 3917,Virat Kohli ,253802
6875,39,39,55,70.9,2,0,v Australia,Nagpur,1-Oct-17,ODI # 3919,Virat Kohli ,253802
6876,121,121,125,96.8,9,2,v New Zealand,Mumbai,22-Oct-17,ODI # 3928,Virat Kohli ,253802
6877,29,29,29,100,3,1,v New Zealand,Pune,25-Oct-17,ODI # 3931,Virat Kohli ,253802
6878,113,113,106,106.6,9,1,v New Zealand,Kanpur,29-Oct-17,ODI # 3932,Virat Kohli ,253802
6879,112,112,119,94.11,10,0,v South Africa,Durban,1-Feb-18,ODI # 3969,Virat Kohli ,253802
6880,46*,46,50,92,4,1,v South Africa,Centurion,4-Feb-18,ODI # 3970,Virat Kohli ,253802
6881,160*,160,159,100.62,12,2,v South Africa,Cape Town,7-Feb-18,ODI # 3971,Virat Kohli ,253802
6882,75,75,83,90.36,7,1,v South Africa,Johannesburg,10-Feb-18,ODI # 3973,Virat Kohli ,253802
6883,36,36,54,66.66,2,0,v South Africa,Port Elizabeth,13-Feb-18,ODI # 3976,Virat Kohli ,253802
6884,129*,129,96,134.37,19,2,v South Africa,Centurion,16-Feb-18,ODI # 3978,Virat Kohli ,253802
6885,75,75,82,91.46,7,0,v England,Nottingham,12-Jul-18,ODI # 4014,Virat Kohli ,253802
6886,45,45,56,80.35,2,0,v England,Lord's,14-Jul-18,ODI # 4016,Virat Kohli ,253802
6887,71,71,72,98.61,8,0,v England,Leeds,17-Jul-18,ODI # 4018,Virat Kohli ,253802
6888,140,140,107,130.84,21,2,v West Indies,Guwahati,21-Oct-18,ODI # 4056,Virat Kohli ,253802
6889,157*,157,129,121.7,13,4,v West Indies,Visakhapatnam,24-Oct-18,ODI # 4059,Virat Kohli ,253802
6890,107,107,119,89.91,10,1,v West Indies,Pune,27-Oct-18,ODI # 4062,Virat Kohli ,253802
6891,16,16,17,94.11,2,0,v West Indies,Mumbai (BS),29-Oct-18,ODI # 4063,Virat Kohli ,253802
6892,33*,33,29,113.79,6,0,v West Indies,Thiruvananthapuram,1-Nov-18,ODI # 4064,Virat Kohli ,253802
6893,3,3,8,37.5,0,0,v Australia,Sydney,12-Jan-19,ODI # 4077,Virat Kohli ,253802
6894,104,104,112,92.85,5,2,v Australia,Adelaide,15-Jan-19,ODI # 4078,Virat Kohli ,253802
6895,46,46,62,74.19,3,0,v Australia,Melbourne,18-Jan-19,ODI # 4079,Virat Kohli ,253802
6896,45,45,59,76.27,3,0,v New Zealand,Napier,23-Jan-19,ODI # 4082,Virat Kohli ,253802
6897,43,43,45,95.55,5,0,v New Zealand,Mount Maunganui,26-Jan-19,ODI # 4085,Virat Kohli ,253802
6898,60,60,74,81.08,6,1,v New Zealand,Mount Maunganui,28-Jan-19,ODI # 4088,Virat Kohli ,253802
6899,44,44,45,97.77,6,1,v Australia,Hyderabad (Deccan),2-Mar-19,ODI # 4102,Virat Kohli ,253802
6900,116,116,120,96.66,10,0,v Australia,Nagpur,5-Mar-19,ODI # 4106,Virat Kohli ,253802
6901,123,123,95,129.47,16,1,v Australia,Ranchi,8-Mar-19,ODI # 4109,Virat Kohli ,253802
6902,7,7,6,116.66,1,0,v Australia,Mohali,10-Mar-19,ODI # 4111,Virat Kohli ,253802
6903,20,20,22,90.9,2,0,v Australia,Delhi,13-Mar-19,ODI # 4113,Virat Kohli ,253802
6904,TDNB,-,-,-,-,-,v Ireland,Dublin (Malahide),8-May-15,ODI # 3650,Mark Wood,351588
6905,3*,3,4,75,0,0,v New Zealand,Southampton,14-Jun-15,ODI # 3656,Mark Wood,351588
6906,DNB,-,-,-,-,-,v New Zealand,Nottingham,17-Jun-15,ODI # 3657,Mark Wood,351588
6907,DNB,-,-,-,-,-,v New Zealand,Chester-le-Street,20-Jun-15,ODI # 3659,Mark Wood,351588
6908,10*,10,10,100,1,0,v Australia,Southampton,3-Sep-15,ODI # 3680,Mark Wood,351588
6909,DNB,-,-,-,-,-,v Australia,Leeds,11-Sep-15,ODI # 3683,Mark Wood,351588
6910,13,13,13,100,2,0,v Australia,Manchester,13-Sep-15,ODI # 3684,Mark Wood,351588
6911,DNB,-,-,-,-,-,v Pakistan,Southampton,24-Aug-16,ODI # 3770,Mark Wood,351588
6912,DNB,-,-,-,-,-,v Pakistan,Lord's,27-Aug-16,ODI # 3771,Mark Wood,351588
6913,DNB,-,-,-,-,-,v Pakistan,Nottingham,30-Aug-16,ODI # 3773,Mark Wood,351588
6914,8*,8,5,160,1,0,v Pakistan,Cardiff,4-Sep-16,ODI # 3777,Mark Wood,351588
6915,DNB,-,-,-,-,-,v Ireland,Bristol,5-May-17,ODI # 3864,Mark Wood,351588
6916,DNB,-,-,-,-,-,v Ireland,Lord's,7-May-17,ODI # 3865,Mark Wood,351588
6917,DNB,-,-,-,-,-,v South Africa,Leeds,24-May-17,ODI # 3872,Mark Wood,351588
6918,DNB,-,-,-,-,-,v South Africa,Southampton,27-May-17,ODI # 3873,Mark Wood,351588
6919,DNB,-,-,-,-,-,v Bangladesh,The Oval,1-Jun-17,ODI # 3875,Mark Wood,351588
6920,0,0,1,0,0,0,v New Zealand,Cardiff,6-Jun-17,ODI # 3880,Mark Wood,351588
6921,DNB,-,-,-,-,-,v Australia,Birmingham,10-Jun-17,ODI # 3885,Mark Wood,351588
6922,3,3,5,60,0,0,v Pakistan,Cardiff,14-Jun-17,ODI # 3889,Mark Wood,351588
6923,DNB,-,-,-,-,-,v Australia,Melbourne,14-Jan-18,ODI # 3951,Mark Wood,351588
6924,DNB,-,-,-,-,-,v Australia,Brisbane,19-Jan-18,ODI # 3958,Mark Wood,351588
6925,DNB,-,-,-,-,-,v Australia,Sydney,21-Jan-18,ODI # 3960,Mark Wood,351588
6926,2*,2,2,100,0,0,v Australia,Adelaide,26-Jan-18,ODI # 3966,Mark Wood,351588
6927,1,1,2,50,0,0,v New Zealand,Wellington,3-Mar-18,ODI # 3982,Mark Wood,351588
6928,3*,3,4,75,0,0,v New Zealand,Dunedin,7-Mar-18,ODI # 3989,Mark Wood,351588
6929,DNB,-,-,-,-,-,v New Zealand,Christchurch,10-Mar-18,ODI # 3992,Mark Wood,351588
6930,1,1,2,50,0,0,v Scotland,Edinburgh,10-Jun-18,ODI # 4008,Mark Wood,351588
6931,DNB,-,-,-,-,-,v Australia,The Oval,13-Jun-18,ODI # 4009,Mark Wood,351588
6932,DNB,-,-,-,-,-,v Australia,Cardiff,16-Jun-18,ODI # 4010,Mark Wood,351588
6933,DNB,-,-,-,-,-,v Australia,Nottingham,19-Jun-18,ODI # 4011,Mark Wood,351588
6934,DNB,-,-,-,-,-,v Australia,Chester-le-Street,21-Jun-18,ODI # 4012,Mark Wood,351588
6935,0*,0,0,-,0,0,v India,Nottingham,12-Jul-18,ODI # 4014,Mark Wood,351588
6936,DNB,-,-,-,-,-,v India,Lord's,14-Jul-18,ODI # 4016,Mark Wood,351588
6937,DNB,-,-,-,-,-,v India,Leeds,17-Jul-18,ODI # 4018,Mark Wood,351588
6938,DNB,-,-,-,-,-,v Sri Lanka,Colombo (RPS),23-Oct-18,ODI # 4058,Mark Wood,351588
6939,DNB,-,-,-,-,-,v West Indies,Bridgetown,20-Feb-19,ODI # 4096,Mark Wood,351588
6940,1*,1,3,33.33,0,0,v West Indies,Bridgetown,22-Feb-19,ODI # 4097,Mark Wood,351588
6941,TDNB,-,-,-,-,-,v West Indies,St George's,25-Feb-19,ODI # 4098,Mark Wood,351588
6942,DNB,-,-,-,-,-,v West Indies,St George's,27-Feb-19,ODI # 4099,Mark Wood,351588
6943,0*,0,0,-,0,0,v West Indies,Gros Islet,2-Mar-19,ODI # 4103,Mark Wood,351588
6944,DNB,-,-,-,-,-,v Pakistan,Nottingham,17-May-19,ODI # 4138,Mark Wood,351588
6945,12,12,15,80,0,0,v Australia,Sydney,23-Jan-11,ODI # 3086,Chris Woakes,247235
6946,8,8,25,32,0,0,v Australia,Brisbane,30-Jan-11,ODI # 3091,Chris Woakes,247235
6947,0*,0,0,-,0,0,v Australia,Sydney,2-Feb-11,ODI # 3094,Chris Woakes,247235
6948,19*,19,13,146.15,2,0,v Ireland,Dublin,25-Aug-11,ODI # 3185,Chris Woakes,247235
6949,DNB,-,-,-,-,-,v South Africa,Cardiff,24-Aug-12,ODI # 3296,Chris Woakes,247235
6950,33*,33,44,75,3,0,v South Africa,Nottingham,5-Sep-12,ODI # 3304,Chris Woakes,247235
6951,0,0,3,0,0,0,v India,Kochi,15-Jan-13,ODI # 3320,Chris Woakes,247235
6952,DNB,-,-,-,-,-,v India,Dharamsala,27-Jan-13,ODI # 3329,Chris Woakes,247235
6953,17,17,16,106.25,3,0,v New Zealand,Hamilton,17-Feb-13,ODI # 3335,Chris Woakes,247235
6954,DNB,-,-,-,-,-,v New Zealand,Napier,20-Feb-13,ODI # 3336,Chris Woakes,247235
6955,3*,3,8,37.5,0,0,v New Zealand,Auckland,23-Feb-13,ODI # 3338,Chris Woakes,247235
6956,36,36,53,67.92,2,0,v New Zealand,Lord's,31-May-13,ODI # 3360,Chris Woakes,247235
6957,13,13,15,86.66,0,0,v New Zealand,Southampton,2-Jun-13,ODI # 3361,Chris Woakes,247235
6958,20,20,23,86.95,0,1,v India,Cardiff,27-Aug-14,ODI # 3517,Chris Woakes,247235
6959,15,15,27,55.55,0,0,v India,Nottingham,30-Aug-14,ODI # 3520,Chris Woakes,247235
6960,10,10,18,55.55,0,0,v India,Birmingham,2-Sep-14,ODI # 3523,Chris Woakes,247235
6961,9,9,9,100,2,0,v India,Leeds,5-Sep-14,ODI # 3525,Chris Woakes,247235
6962,7,7,11,63.63,1,0,v Sri Lanka,Colombo (RPS),26-Nov-14,ODI # 3554,Chris Woakes,247235
6963,15,15,20,75,2,0,v Sri Lanka,Colombo (RPS),29-Nov-14,ODI # 3557,Chris Woakes,247235
6964,DNB,-,-,-,-,-,v Sri Lanka,Hambantota,3-Dec-14,ODI # 3561,Chris Woakes,247235
6965,6,6,9,66.66,0,0,v Sri Lanka,Colombo (RPS),7-Dec-14,ODI # 3563,Chris Woakes,247235
6966,DNB,-,-,-,-,-,v Sri Lanka,Pallekele,10-Dec-14,ODI # 3565,Chris Woakes,247235
6967,41,41,49,83.67,4,0,v Sri Lanka,Pallekele,13-Dec-14,ODI # 3567,Chris Woakes,247235
6968,34,34,37,91.89,2,0,v Sri Lanka,Colombo (RPS),16-Dec-14,ODI # 3569,Chris Woakes,247235
6969,8,8,13,61.53,0,0,v Australia,Sydney,16-Jan-15,ODI # 3578,Chris Woakes,247235
6970,DNB,-,-,-,-,-,v India,Brisbane,20-Jan-15,ODI # 3586,Chris Woakes,247235
6971,0,0,1,0,0,0,v Australia,Hobart,23-Jan-15,ODI # 3589,Chris Woakes,247235
6972,4*,4,9,44.44,0,0,v India,Perth,30-Jan-15,ODI # 3595,Chris Woakes,247235
6973,0,0,1,0,0,0,v Australia,Perth,1-Feb-15,ODI # 3597,Chris Woakes,247235
6974,37,37,42,88.09,2,0,v Australia,Melbourne,14-Feb-15,ODI # 3600,Chris Woakes,247235
6975,1,1,2,50,0,0,v New Zealand,Wellington,20-Feb-15,ODI # 3607,Chris Woakes,247235
6976,1,1,2,50,0,0,v Scotland,Christchurch,23-Feb-15,ODI # 3611,Chris Woakes,247235
6977,9*,9,8,112.5,1,0,v Sri Lanka,Wellington,1-Mar-15,ODI # 3619,Chris Woakes,247235
6978,42*,42,40,105,3,0,v Bangladesh,Adelaide,9-Mar-15,ODI # 3630,Chris Woakes,247235
6979,0,0,1,0,0,0,v Australia,Southampton,3-Sep-15,ODI # 3680,Chris Woakes,247235
6980,6,6,12,50,1,0,v Australia,Lord's,5-Sep-15,ODI # 3681,Chris Woakes,247235
6981,14*,14,11,127.27,0,1,v Australia,Manchester,8-Sep-15,ODI # 3682,Chris Woakes,247235
6982,33,33,49,67.34,1,0,v Pakistan,Abu Dhabi,11-Nov-15,ODI # 3707,Chris Woakes,247235
6983,DNB,-,-,-,-,-,v Pakistan,Abu Dhabi,13-Nov-15,ODI # 3708,Chris Woakes,247235
6984,DNB,-,-,-,-,-,v Pakistan,Sharjah,17-Nov-15,ODI # 3710,Chris Woakes,247235
6985,DNB,-,-,-,-,-,v Pakistan,Dubai (DSC),20-Nov-15,ODI # 3712,Chris Woakes,247235
6986,33,33,38,86.84,3,0,v South Africa,Johannesburg,12-Feb-16,ODI # 3737,Chris Woakes,247235
6987,0,0,5,0,0,0,v South Africa,Cape Town,14-Feb-16,ODI # 3738,Chris Woakes,247235
6988,95*,95,92,103.26,4,0,v Sri Lanka,Nottingham,21-Jun-16,ODI # 3751,Chris Woakes,247235
6989,DNB,-,-,-,-,-,v Sri Lanka,Birmingham,24-Jun-16,ODI # 3753,Chris Woakes,247235
6990,DNB,-,-,-,-,-,v Sri Lanka,Bristol,26-Jun-16,ODI # 3755,Chris Woakes,247235
6991,DNB,-,-,-,-,-,v Sri Lanka,The Oval,29-Jun-16,ODI # 3757,Chris Woakes,247235
6992,17*,17,9,188.88,1,1,v Sri Lanka,Cardiff,2-Jul-16,ODI # 3758,Chris Woakes,247235
6993,DNB,-,-,-,-,-,v Pakistan,Southampton,24-Aug-16,ODI # 3770,Chris Woakes,247235
6994,7*,7,9,77.77,1,0,v Pakistan,Lord's,27-Aug-16,ODI # 3771,Chris Woakes,247235
6995,DNB,-,-,-,-,-,v Pakistan,Nottingham,30-Aug-16,ODI # 3773,Chris Woakes,247235
6996,10,10,8,125,1,0,v Pakistan,Cardiff,4-Sep-16,ODI # 3777,Chris Woakes,247235
6997,16,16,15,106.66,2,0,v Bangladesh,Dhaka,7-Oct-16,ODI # 3791,Chris Woakes,247235
6998,7,7,9,77.77,1,0,v Bangladesh,Dhaka,9-Oct-16,ODI # 3793,Chris Woakes,247235
6999,27*,27,18,150,3,1,v Bangladesh,Chattogram,12-Oct-16,ODI # 3794,Chris Woakes,247235
7000,9*,9,6,150,1,0,v India,Pune,15-Jan-17,ODI # 3819,Chris Woakes,247235
7001,5,5,4,125,1,0,v India,Cuttack,19-Jan-17,ODI # 3821,Chris Woakes,247235
7002,34,34,19,178.94,4,1,v India,Kolkata,22-Jan-17,ODI # 3824,Chris Woakes,247235
7003,0*,0,0,-,0,0,v West Indies,North Sound,3-Mar-17,ODI # 3845,Chris Woakes,247235
7004,68*,68,83,81.92,5,2,v West Indies,North Sound,5-Mar-17,ODI # 3848,Chris Woakes,247235
7005,13,13,14,92.85,1,0,v West Indies,Bridgetown,9-Mar-17,ODI # 3849,Chris Woakes,247235
7006,6*,6,6,100,0,0,v South Africa,Leeds,24-May-17,ODI # 3872,Chris Woakes,247235
7007,DNB,-,-,-,-,-,v Bangladesh,The Oval,1-Jun-17,ODI # 3875,Chris Woakes,247235
7008,DNB,-,-,-,-,-,v West Indies,Manchester,19-Sep-17,ODI # 3911,Chris Woakes,247235
7009,DNB,-,-,-,-,-,v West Indies,Nottingham,21-Sep-17,ODI # 3913,Chris Woakes,247235
7010,34,34,34,100,1,1,v West Indies,Bristol,24-Sep-17,ODI # 3915,Chris Woakes,247235
7011,DNB,-,-,-,-,-,v West Indies,The Oval,27-Sep-17,ODI # 3916,Chris Woakes,247235
7012,DNB,-,-,-,-,-,v Australia,Melbourne,14-Jan-18,ODI # 3951,Chris Woakes,247235
7013,39*,39,27,144.44,5,1,v Australia,Brisbane,19-Jan-18,ODI # 3958,Chris Woakes,247235
7014,53*,53,36,147.22,5,2,v Australia,Sydney,21-Jan-18,ODI # 3960,Chris Woakes,247235
7015,78,78,82,95.12,4,5,v Australia,Adelaide,26-Jan-18,ODI # 3966,Chris Woakes,247235
7016,11,11,15,73.33,1,0,v New Zealand,Hamilton,25-Feb-18,ODI # 3980,Chris Woakes,247235
7017,DNB,-,-,-,-,-,v New Zealand,Mount Maunganui,28-Feb-18,ODI # 3981,Chris Woakes,247235
7018,16,16,15,106.66,2,0,v New Zealand,Wellington,3-Mar-18,ODI # 3982,Chris Woakes,247235
7019,3,3,5,60,0,0,v New Zealand,Dunedin,7-Mar-18,ODI # 3989,Chris Woakes,247235
7020,DNB,-,-,-,-,-,v New Zealand,Christchurch,10-Mar-18,ODI # 3992,Chris Woakes,247235
7021,DNB,-,-,-,-,-,v Sri Lanka,Dambulla,10-Oct-18,ODI # 4052,Chris Woakes,247235
7022,5,5,10,50,0,0,v Sri Lanka,Dambulla,13-Oct-18,ODI # 4053,Chris Woakes,247235
7023,DNB,-,-,-,-,-,v Sri Lanka,Pallekele,17-Oct-18,ODI # 4054,Chris Woakes,247235
7024,DNB,-,-,-,-,-,v Sri Lanka,Pallekele,20-Oct-18,ODI # 4055,Chris Woakes,247235
7025,DNB,-,-,-,-,-,v West Indies,Bridgetown,20-Feb-19,ODI # 4096,Chris Woakes,247235
7026,TDNB,-,-,-,-,-,v West Indies,St George's,25-Feb-19,ODI # 4098,Chris Woakes,247235
7027,DNB,-,-,-,-,-,v West Indies,St George's,27-Feb-19,ODI # 4099,Chris Woakes,247235
7028,0,0,4,0,0,0,v West Indies,Gros Islet,2-Mar-19,ODI # 4103,Chris Woakes,247235
7029,TDNB,-,-,-,-,-,v Pakistan,The Oval,8-May-19,ODI # 4130,Chris Woakes,247235
7030,DNB,-,-,-,-,-,v Pakistan,Southampton,11-May-19,ODI # 4133,Chris Woakes,247235
7031,DNB,-,-,-,-,-,v Pakistan,Bristol,14-May-19,ODI # 4135,Chris Woakes,247235
7032,DNB,-,-,-,-,-,v Pakistan,Leeds,19-May-19,ODI # 4140,Chris Woakes,247235
7033,TDNB,-,-,-,-,-,v Ireland,Dublin (Malahide),8-May-15,ODI # 3650,David Willey,308251
7034,8,8,9,88.88,1,0,v New Zealand,Southampton,14-Jun-15,ODI # 3656,David Willey,308251
7035,DNB,-,-,-,-,-,v New Zealand,Nottingham,17-Jun-15,ODI # 3657,David Willey,308251
7036,7,7,9,77.77,1,0,v New Zealand,Chester-le-Street,20-Jun-15,ODI # 3659,David Willey,308251
7037,12*,12,9,133.33,0,1,v Australia,Leeds,11-Sep-15,ODI # 3683,David Willey,308251
7038,0,0,2,0,0,0,v Australia,Manchester,13-Sep-15,ODI # 3684,David Willey,308251
7039,13,13,24,54.16,0,0,v Pakistan,Abu Dhabi,11-Nov-15,ODI # 3707,David Willey,308251
7040,DNB,-,-,-,-,-,v Pakistan,Abu Dhabi,13-Nov-15,ODI # 3708,David Willey,308251
7041,DNB,-,-,-,-,-,v Pakistan,Sharjah,17-Nov-15,ODI # 3710,David Willey,308251
7042,DNB,-,-,-,-,-,v Pakistan,Dubai (DSC),20-Nov-15,ODI # 3712,David Willey,308251
7043,5*,5,5,100,0,0,v South Africa,Bloemfontein,3-Feb-16,ODI # 3732,David Willey,308251
7044,DNB,-,-,-,-,-,v South Africa,Port Elizabeth,6-Feb-16,ODI # 3734,David Willey,308251
7045,13*,13,7,185.71,0,1,v South Africa,Centurion,9-Feb-16,ODI # 3736,David Willey,308251
7046,7,7,12,58.33,0,0,v Sri Lanka,Nottingham,21-Jun-16,ODI # 3751,David Willey,308251
7047,DNB,-,-,-,-,-,v Sri Lanka,Birmingham,24-Jun-16,ODI # 3753,David Willey,308251
7048,DNB,-,-,-,-,-,v Sri Lanka,Bristol,26-Jun-16,ODI # 3755,David Willey,308251
7049,DNB,-,-,-,-,-,v Sri Lanka,The Oval,29-Jun-16,ODI # 3757,David Willey,308251
7050,DNB,-,-,-,-,-,v Sri Lanka,Cardiff,2-Jul-16,ODI # 3758,David Willey,308251
7051,4*,4,8,50,0,0,v Pakistan,Leeds,1-Sep-16,ODI # 3775,David Willey,308251
7052,6,6,15,40,0,0,v Pakistan,Cardiff,4-Sep-16,ODI # 3777,David Willey,308251
7053,0*,0,1,0,0,0,v Bangladesh,Dhaka,7-Oct-16,ODI # 3791,David Willey,308251
7054,9,9,31,29.03,1,0,v Bangladesh,Dhaka,9-Oct-16,ODI # 3793,David Willey,308251
7055,10*,10,5,200,0,1,v India,Pune,15-Jan-17,ODI # 3819,David Willey,308251
7056,5*,5,4,125,0,0,v India,Cuttack,19-Jan-17,ODI # 3821,David Willey,308251
7057,DNB,-,-,-,-,-,v India,Kolkata,22-Jan-17,ODI # 3824,David Willey,308251
7058,DNB,-,-,-,-,-,v Ireland,Bristol,5-May-17,ODI # 3864,David Willey,308251
7059,1*,1,1,100,0,0,v Ireland,Lord's,7-May-17,ODI # 3865,David Willey,308251
7060,26,26,39,66.66,3,0,v South Africa,Lord's,29-May-17,ODI # 3874,David Willey,308251
7061,DNB,-,-,-,-,-,v West Indies,Manchester,19-Sep-17,ODI # 3911,David Willey,308251
7062,DNB,-,-,-,-,-,v West Indies,Nottingham,21-Sep-17,ODI # 3913,David Willey,308251
7063,1*,1,3,33.33,0,0,v West Indies,Bristol,24-Sep-17,ODI # 3915,David Willey,308251
7064,2,2,6,33.33,0,0,v Australia,Perth,28-Jan-18,ODI # 3968,David Willey,308251
7065,11*,11,9,122.22,1,0,v New Zealand,Hamilton,25-Feb-18,ODI # 3980,David Willey,308251
7066,DNB,-,-,-,-,-,v New Zealand,Mount Maunganui,28-Feb-18,ODI # 3981,David Willey,308251
7067,7,7,4,175,1,0,v Scotland,Edinburgh,10-Jun-18,ODI # 4008,David Willey,308251
7068,35*,35,41,85.36,5,1,v Australia,The Oval,13-Jun-18,ODI # 4009,David Willey,308251
7069,11,11,10,110,2,0,v Australia,Cardiff,16-Jun-18,ODI # 4010,David Willey,308251
7070,1*,1,1,100,0,0,v Australia,Nottingham,19-Jun-18,ODI # 4011,David Willey,308251
7071,DNB,-,-,-,-,-,v Australia,Chester-le-Street,21-Jun-18,ODI # 4012,David Willey,308251
7072,1,1,4,25,0,0,v India,Nottingham,12-Jul-18,ODI # 4014,David Willey,308251
7073,50,50,31,161.29,5,1,v India,Lord's,14-Jul-18,ODI # 4016,David Willey,308251
7074,DNB,-,-,-,-,-,v India,Leeds,17-Jul-18,ODI # 4018,David Willey,308251
7075,20,20,38,52.63,3,0,v Ireland,Dublin (Malahide),3-May-19,ODI # 4127,David Willey,308251
7076,DNB,-,-,-,-,-,v Pakistan,Southampton,11-May-19,ODI # 4133,David Willey,308251
